"origin","year","month","day","hour","temp","dewp","humid","wind_dir","wind_speed","wind_gust","precip","pressure","visib","time_hour"
"JFK",2023,6,27,10,NA,NA,NA,0,0,0,NA,NA,10,2023-06-28 02:00:00
"JFK",2023,6,27,11,NA,NA,NA,120,5.7539,6.621473042,NA,NA,10,2023-06-28 03:00:00
"JFK",2023,6,27,12,NA,NA,NA,140,2.30156,2.6485892168,NA,NA,10,2023-06-28 04:00:00
"JFK",2023,6,27,13,NA,NA,NA,70,4.60312,5.2971784336,NA,NA,10,2023-06-28 05:00:00
"JFK",2023,6,27,14,NA,NA,NA,130,14.96014,17.2158299092,NA,NA,10,2023-06-28 06:00:00
"JFK",2023,6,27,15,NA,NA,NA,190,18.41248,21.1887137344,NA,NA,10,2023-06-28 07:00:00
"JFK",2023,6,27,16,NA,NA,NA,180,17.2617,19.864419126,NA,NA,10,2023-06-28 08:00:00
"JFK",2023,6,27,17,NA,NA,NA,190,14.96014,17.2158299092,NA,NA,10,2023-06-28 09:00:00
"JFK",2023,6,27,18,NA,NA,NA,200,10.35702,11.9186514756,NA,NA,10,2023-06-28 10:00:00
"JFK",2023,6,27,19,NA,NA,NA,190,12.65858,14.5672406924,NA,NA,10,2023-06-28 11:00:00
"JFK",2023,6,27,20,NA,NA,NA,190,11.5078,13.242946084,NA,NA,10,2023-06-28 12:00:00
"JFK",2023,6,27,21,NA,NA,NA,170,10.35702,11.9186514756,NA,NA,10,2023-06-28 13:00:00
"JFK",2023,6,27,22,NA,NA,NA,170,16.11092,18.5401245176,NA,NA,10,2023-06-28 14:00:00
"JFK",2023,6,27,23,NA,NA,NA,160,11.5078,13.242946084,NA,NA,10,2023-06-28 15:00:00
"JFK",2023,6,28,0,NA,NA,NA,180,11.5078,13.242946084,NA,NA,10,2023-06-28 16:00:00
"JFK",2023,6,28,1,NA,NA,NA,180,10.35702,11.9186514756,NA,NA,10,2023-06-28 17:00:00
"JFK",2023,6,28,2,NA,NA,NA,180,8.05546,9.2700622588,NA,NA,10,2023-06-28 18:00:00
"JFK",2023,6,28,3,NA,NA,NA,190,5.7539,6.621473042,NA,NA,10,2023-06-28 19:00:00
"JFK",2023,6,28,4,NA,NA,NA,190,4.60312,5.2971784336,NA,NA,10,2023-06-28 20:00:00
"JFK",2023,6,28,5,NA,NA,NA,190,4.60312,5.2971784336,NA,NA,10,2023-06-28 21:00:00
"JFK",2023,6,28,6,NA,NA,NA,200,5.7539,6.621473042,NA,NA,10,2023-06-28 22:00:00
"JFK",2023,6,28,7,NA,NA,NA,0,0,0,NA,NA,10,2023-06-28 23:00:00
"JFK",2023,6,28,8,NA,NA,NA,330,5.7539,6.621473042,NA,NA,10,2023-06-29
"JFK",2023,6,28,9,NA,NA,NA,330,5.7539,6.621473042,NA,NA,10,2023-06-29 01:00:00
"JFK",2023,6,28,10,NA,NA,NA,30,2.30156,2.6485892168,NA,NA,10,2023-06-29 02:00:00
"JFK",2023,6,28,11,NA,NA,NA,330,4.60312,5.2971784336,NA,NA,7,2023-06-29 03:00:00
"JFK",2023,6,28,12,NA,NA,NA,320,4.60312,5.2971784336,NA,NA,8,2023-06-29 04:00:00
"JFK",2023,6,28,13,NA,NA,NA,310,5.7539,6.621473042,NA,NA,10,2023-06-29 05:00:00
"JFK",2023,6,28,14,NA,NA,NA,210,2.30156,2.6485892168,NA,NA,10,2023-06-29 06:00:00
"JFK",2023,6,28,15,NA,NA,NA,190,9.20624,10.5943568672,NA,NA,10,2023-06-29 07:00:00
"JFK",2023,6,28,16,NA,NA,NA,200,12.65858,14.5672406924,NA,NA,10,2023-06-29 08:00:00
"JFK",2023,6,28,17,NA,NA,NA,200,12.65858,14.5672406924,NA,NA,10,2023-06-29 09:00:00
"JFK",2023,6,28,18,NA,NA,NA,210,12.65858,14.5672406924,NA,NA,10,2023-06-29 10:00:00
"JFK",2023,6,28,19,NA,NA,NA,190,12.65858,14.5672406924,NA,NA,10,2023-06-29 11:00:00
"JFK",2023,6,28,20,NA,NA,NA,200,12.65858,14.5672406924,NA,NA,10,2023-06-29 12:00:00
"JFK",2023,6,28,21,NA,NA,NA,200,8.05546,9.2700622588,NA,NA,10,2023-06-29 13:00:00
"JFK",2023,6,28,22,NA,NA,NA,210,5.7539,6.621473042,NA,NA,10,2023-06-29 14:00:00
"JFK",2023,6,28,23,NA,NA,NA,240,8.05546,9.2700622588,NA,NA,10,2023-06-29 15:00:00
"JFK",2023,6,29,0,NA,NA,NA,290,8.05546,9.2700622588,NA,NA,10,2023-06-29 16:00:00
"JFK",2023,6,29,1,NA,NA,NA,330,8.05546,9.2700622588,NA,NA,10,2023-06-29 17:00:00
"JFK",2023,6,29,2,NA,NA,NA,80,4.60312,5.2971784336,NA,NA,10,2023-06-29 18:00:00
"JFK",2023,6,29,3,NA,NA,NA,340,8.05546,9.2700622588,NA,NA,10,2023-06-29 19:00:00
"JFK",2023,6,29,4,NA,NA,NA,330,12.65858,14.5672406924,NA,NA,10,2023-06-29 20:00:00
"JFK",2023,6,29,5,NA,NA,NA,330,11.5078,13.242946084,NA,NA,10,2023-06-29 21:00:00
"JFK",2023,6,29,6,NA,NA,NA,310,10.35702,11.9186514756,NA,NA,10,2023-06-29 22:00:00
"JFK",2023,6,29,7,NA,NA,NA,310,10.35702,11.9186514756,NA,NA,10,2023-06-29 23:00:00
"JFK",2023,6,29,8,NA,NA,NA,330,9.20624,10.5943568672,NA,NA,10,2023-06-30
"JFK",2023,6,29,9,NA,NA,NA,310,10.35702,11.9186514756,NA,NA,10,2023-06-30 01:00:00
"JFK",2023,6,29,10,NA,NA,NA,320,5.7539,6.621473042,NA,NA,10,2023-06-30 02:00:00
"JFK",2023,6,29,11,NA,NA,NA,330,5.7539,6.621473042,NA,NA,10,2023-06-30 03:00:00
"JFK",2023,6,29,12,NA,NA,NA,10,8.05546,9.2700622588,NA,NA,10,2023-06-30 04:00:00
"JFK",2023,6,29,13,NA,NA,NA,350,5.7539,6.621473042,NA,NA,10,2023-06-30 05:00:00
"JFK",2023,6,29,14,NA,NA,NA,310,11.5078,13.242946084,NA,NA,10,2023-06-30 06:00:00
"JFK",2023,6,29,15,NA,NA,NA,250,2.30156,2.6485892168,NA,NA,10,2023-06-30 07:00:00
"JFK",2023,6,29,16,NA,NA,NA,210,11.5078,13.242946084,NA,NA,10,2023-06-30 08:00:00
"JFK",2023,6,29,17,NA,NA,NA,200,11.5078,13.242946084,NA,NA,10,2023-06-30 09:00:00
"JFK",2023,6,29,18,NA,NA,NA,230,8.05546,9.2700622588,NA,NA,10,2023-06-30 10:00:00
"JFK",2023,6,29,19,NA,NA,NA,210,12.65858,14.5672406924,NA,NA,9,2023-06-30 11:00:00
"JFK",2023,6,29,20,NA,NA,NA,190,12.65858,14.5672406924,NA,NA,7,2023-06-30 12:00:00
"JFK",2023,6,29,21,NA,NA,NA,180,12.65858,14.5672406924,NA,NA,7,2023-06-30 13:00:00
"JFK",2023,6,29,22,NA,NA,NA,190,14.96014,17.2158299092,NA,NA,6,2023-06-30 14:00:00
"JFK",2023,6,29,23,NA,NA,NA,190,11.5078,13.242946084,NA,NA,6,2023-06-30 15:00:00
"JFK",2023,6,30,0,NA,NA,NA,170,9.20624,10.5943568672,NA,NA,6,2023-06-30 16:00:00
"JFK",2023,6,30,1,NA,NA,NA,150,8.05546,9.2700622588,NA,NA,7,2023-06-30 17:00:00
"JFK",2023,6,30,2,NA,NA,NA,180,5.7539,6.621473042,NA,NA,7,2023-06-30 18:00:00
"JFK",2023,6,30,3,NA,NA,NA,140,4.60312,5.2971784336,NA,NA,7,2023-06-30 19:00:00
"JFK",2023,6,30,4,NA,NA,NA,140,5.7539,6.621473042,NA,NA,6,2023-06-30 20:00:00
"JFK",2023,6,30,5,NA,NA,NA,160,5.7539,6.621473042,NA,NA,6,2023-06-30 21:00:00
"JFK",2023,6,30,6,NA,NA,NA,170,5.7539,6.621473042,NA,NA,6,2023-06-30 22:00:00
"JFK",2023,6,30,7,NA,NA,NA,170,2.30156,2.6485892168,NA,NA,6,2023-06-30 23:00:00
"JFK",2023,6,30,8,NA,NA,NA,210,5.7539,6.621473042,NA,NA,4,2023-07-01
"JFK",2023,6,30,9,NA,NA,NA,220,5.7539,6.621473042,NA,NA,4,2023-07-01 01:00:00
"JFK",2023,6,30,10,NA,NA,NA,220,5.7539,6.621473042,NA,NA,4,2023-07-01 02:00:00
"JFK",2023,6,30,11,NA,NA,NA,170,4.60312,5.2971784336,NA,NA,4,2023-07-01 03:00:00
"JFK",2023,6,30,12,NA,NA,NA,210,5.7539,6.621473042,NA,NA,3,2023-07-01 04:00:00
"JFK",2023,6,30,13,NA,NA,NA,200,4.60312,5.2971784336,NA,NA,3,2023-07-01 05:00:00
"JFK",2023,6,30,14,NA,NA,NA,240,5.7539,6.621473042,NA,NA,3,2023-07-01 06:00:00
"JFK",2023,6,30,15,NA,NA,NA,220,5.7539,6.621473042,NA,NA,3,2023-07-01 07:00:00
"JFK",2023,6,30,16,NA,NA,NA,200,10.35702,11.9186514756,NA,NA,3,2023-07-01 08:00:00
"JFK",2023,6,30,17,NA,NA,NA,200,10.35702,11.9186514756,NA,NA,3.5,2023-07-01 09:00:00
"JFK",2023,6,30,18,NA,NA,NA,190,10.35702,11.9186514756,NA,NA,4,2023-07-01 10:00:00
"JFK",2023,6,30,19,NA,NA,NA,170,11.5078,13.242946084,NA,NA,4,2023-07-01 11:00:00
"JFK",2023,6,30,20,NA,NA,NA,170,11.5078,13.242946084,NA,NA,6,2023-07-01 12:00:00
"JFK",2023,6,30,21,NA,NA,NA,180,14.96014,17.2158299092,NA,NA,7,2023-07-01 13:00:00
"JFK",2023,6,30,22,NA,NA,NA,160,12.65858,14.5672406924,NA,NA,7,2023-07-01 14:00:00
"JFK",2023,6,30,23,NA,NA,NA,180,10.35702,11.9186514756,NA,NA,7,2023-07-01 15:00:00
"JFK",2023,7,1,0,NA,NA,NA,170,10.35702,11.9186514756,NA,NA,6,2023-07-01 16:00:00
"JFK",2023,7,1,1,NA,NA,NA,190,10.35702,11.9186514756,NA,NA,8,2023-07-01 17:00:00
"JFK",2023,7,1,2,NA,NA,NA,200,5.7539,6.621473042,NA,NA,8,2023-07-01 18:00:00
"JFK",2023,7,1,3,NA,NA,NA,200,8.05546,9.2700622588,NA,NA,9,2023-07-01 19:00:00
"JFK",2023,7,1,4,NA,NA,NA,190,8.05546,9.2700622588,NA,NA,8,2023-07-01 20:00:00
"JFK",2023,7,1,5,NA,NA,NA,190,8.05546,9.2700622588,NA,NA,7,2023-07-01 21:00:00
"JFK",2023,7,1,6,NA,NA,NA,230,5.7539,6.621473042,NA,NA,7,2023-07-01 22:00:00
"JFK",2023,7,1,7,NA,NA,NA,220,2.30156,2.6485892168,NA,NA,7,2023-07-01 23:00:00
"JFK",2023,7,1,8,NA,NA,NA,220,4.60312,5.2971784336,NA,NA,7,2023-07-02
"JFK",2023,7,1,9,NA,NA,NA,230,5.7539,6.621473042,NA,NA,7,2023-07-02 01:00:00
"JFK",2023,7,1,10,NA,NA,NA,230,4.60312,5.2971784336,NA,NA,6,2023-07-02 02:00:00
"JFK",2023,7,1,11,NA,NA,NA,0,0,0,NA,NA,7,2023-07-02 03:00:00
"JFK",2023,7,1,12,NA,NA,NA,160,4.60312,5.2971784336,NA,NA,9,2023-07-02 04:00:00
"JFK",2023,7,1,13,NA,NA,NA,200,5.7539,6.621473042,NA,NA,10,2023-07-02 05:00:00
"JFK",2023,7,1,14,NA,NA,NA,180,5.7539,6.621473042,NA,NA,10,2023-07-02 06:00:00
"JFK",2023,7,1,15,NA,NA,NA,160,9.20624,10.5943568672,NA,NA,10,2023-07-02 07:00:00
"JFK",2023,7,1,16,NA,NA,NA,180,11.5078,13.242946084,NA,NA,10,2023-07-02 08:00:00
"JFK",2023,7,1,17,NA,NA,NA,160,12.65858,14.5672406924,NA,NA,10,2023-07-02 09:00:00
"JFK",2023,7,1,18,NA,NA,NA,180,12.65858,14.5672406924,NA,NA,10,2023-07-02 10:00:00
"JFK",2023,7,1,19,NA,NA,NA,170,12.65858,14.5672406924,NA,NA,9,2023-07-02 11:00:00
"JFK",2023,7,1,20,NA,NA,NA,170,12.65858,14.5672406924,NA,NA,8,2023-07-02 12:00:00
"JFK",2023,7,1,21,NA,NA,NA,150,10.35702,11.9186514756,NA,NA,9,2023-07-02 13:00:00
"JFK",2023,7,1,22,NA,NA,NA,170,11.5078,13.242946084,NA,NA,9,2023-07-02 14:00:00
"JFK",2023,7,1,23,NA,NA,NA,170,11.5078,13.242946084,NA,NA,8,2023-07-02 15:00:00
"JFK",2023,7,2,0,NA,NA,NA,160,8.05546,9.2700622588,NA,NA,10,2023-07-02 16:00:00
"JFK",2023,7,2,1,NA,NA,NA,150,11.5078,13.242946084,NA,NA,10,2023-07-02 17:00:00
"JFK",2023,7,2,2,NA,NA,NA,150,10.35702,11.9186514756,NA,NA,10,2023-07-02 18:00:00
"JFK",2023,7,2,3,NA,NA,NA,160,8.05546,9.2700622588,NA,NA,10,2023-07-02 19:00:00
"JFK",2023,7,2,4,NA,NA,NA,150,5.7539,6.621473042,NA,NA,10,2023-07-02 20:00:00
"JFK",2023,7,2,5,NA,NA,NA,160,8.05546,9.2700622588,NA,NA,10,2023-07-02 21:00:00
"JFK",2023,7,2,6,NA,NA,NA,140,9.20624,10.5943568672,NA,NA,10,2023-07-02 22:00:00
"JFK",2023,7,2,7,NA,NA,NA,150,5.7539,6.621473042,NA,NA,10,2023-07-02 23:00:00
"JFK",2023,7,2,8,NA,NA,NA,150,8.05546,9.2700622588,NA,NA,10,2023-07-03
"JFK",2023,7,2,9,NA,NA,NA,110,2.30156,2.6485892168,NA,NA,9,2023-07-03 01:00:00
"JFK",2023,7,2,10,NA,NA,NA,140,9.20624,10.5943568672,NA,NA,10,2023-07-03 02:00:00
"JFK",2023,7,2,11,NA,NA,NA,150,5.7539,6.621473042,NA,NA,10,2023-07-03 03:00:00
"JFK",2023,7,2,12,NA,NA,NA,170,10.35702,11.9186514756,NA,NA,10,2023-07-03 04:00:00
"JFK",2023,7,2,13,NA,NA,NA,180,16.11092,18.5401245176,NA,NA,10,2023-07-03 05:00:00
"JFK",2023,7,2,14,NA,NA,NA,190,16.11092,18.5401245176,NA,NA,7,2023-07-03 06:00:00
"JFK",2023,7,2,15,NA,NA,NA,210,8.05546,9.2700622588,NA,NA,6,2023-07-03 07:00:00
"JFK",2023,7,2,16,NA,NA,NA,240,9.20624,10.5943568672,NA,NA,8,2023-07-03 08:00:00
"JFK",2023,7,2,17,NA,NA,NA,190,5.7539,6.621473042,NA,NA,8,2023-07-03 09:00:00
"JFK",2023,7,2,18,NA,NA,NA,170,12.65858,14.5672406924,NA,NA,7,2023-07-03 10:00:00
"JFK",2023,7,2,19,NA,NA,NA,170,11.5078,13.242946084,NA,NA,6,2023-07-03 11:00:00
"JFK",2023,7,2,20,NA,NA,NA,180,11.5078,13.242946084,NA,NA,6,2023-07-03 12:00:00
"JFK",2023,7,2,21,NA,NA,NA,180,12.65858,14.5672406924,NA,NA,6,2023-07-03 13:00:00
"JFK",2023,7,2,22,NA,NA,NA,250,5.7539,6.621473042,NA,NA,6,2023-07-03 14:00:00
"JFK",2023,7,2,23,NA,NA,NA,140,8.05546,9.2700622588,NA,NA,7,2023-07-03 15:00:00
"JFK",2023,7,3,0,NA,NA,NA,170,11.5078,13.242946084,NA,NA,7,2023-07-03 16:00:00
"JFK",2023,7,3,1,NA,NA,NA,180,16.11092,18.5401245176,NA,NA,8,2023-07-03 17:00:00
"JFK",2023,7,3,2,NA,NA,NA,180,11.5078,13.242946084,NA,NA,8,2023-07-03 18:00:00
"JFK",2023,7,3,3,NA,NA,NA,190,8.05546,9.2700622588,NA,NA,7,2023-07-03 19:00:00
"JFK",2023,7,3,4,NA,NA,NA,180,8.05546,9.2700622588,NA,NA,7,2023-07-03 20:00:00
"JFK",2023,7,3,5,NA,NA,NA,290,5.7539,6.621473042,NA,NA,10,2023-07-03 21:00:00
"JFK",2023,7,3,6,NA,NA,NA,240,5.7539,6.621473042,NA,NA,10,2023-07-03 22:00:00
"JFK",2023,7,3,7,NA,NA,NA,240,9.20624,10.5943568672,NA,NA,10,2023-07-03 23:00:00
"JFK",2023,7,3,8,NA,NA,NA,250,9.20624,10.5943568672,NA,NA,10,2023-07-04
"JFK",2023,7,3,9,NA,NA,NA,280,5.7539,6.621473042,NA,NA,10,2023-07-04 01:00:00
"JFK",2023,7,3,10,NA,NA,NA,290,5.7539,6.621473042,NA,NA,10,2023-07-04 02:00:00
"JFK",2023,7,3,11,NA,NA,NA,300,5.7539,6.621473042,NA,NA,10,2023-07-04 03:00:00
"JFK",2023,7,3,12,NA,NA,NA,220,5.7539,6.621473042,NA,NA,10,2023-07-04 04:00:00
"JFK",2023,7,3,13,NA,NA,NA,210,5.7539,6.621473042,NA,NA,10,2023-07-04 05:00:00
"JFK",2023,7,3,14,NA,NA,NA,180,5.7539,6.621473042,NA,NA,10,2023-07-04 06:00:00
"JFK",2023,7,3,15,NA,NA,NA,200,9.20624,10.5943568672,NA,NA,10,2023-07-04 07:00:00
"JFK",2023,7,3,16,NA,NA,NA,200,10.35702,11.9186514756,NA,NA,10,2023-07-04 08:00:00
"JFK",2023,7,3,17,NA,NA,NA,190,11.5078,13.242946084,NA,NA,10,2023-07-04 09:00:00
"JFK",2023,7,3,18,NA,NA,NA,190,12.65858,14.5672406924,NA,NA,10,2023-07-04 10:00:00
"JFK",2023,7,3,19,NA,NA,NA,180,12.65858,14.5672406924,NA,NA,10,2023-07-04 11:00:00
"JFK",2023,7,3,20,NA,NA,NA,170,14.96014,17.2158299092,NA,NA,10,2023-07-04 12:00:00
"JFK",2023,7,3,21,NA,NA,NA,170,12.65858,14.5672406924,NA,NA,10,2023-07-04 13:00:00
"JFK",2023,7,3,22,NA,NA,NA,170,11.5078,13.242946084,NA,NA,10,2023-07-04 14:00:00
"JFK",2023,7,3,23,NA,NA,NA,170,12.65858,14.5672406924,NA,NA,10,2023-07-04 15:00:00
"JFK",2023,7,4,0,NA,NA,NA,180,8.05546,9.2700622588,NA,NA,10,2023-07-04 16:00:00
"JFK",2023,7,4,1,NA,NA,NA,200,10.35702,11.9186514756,NA,NA,10,2023-07-04 17:00:00
"JFK",2023,7,4,2,NA,NA,NA,240,12.65858,14.5672406924,NA,NA,10,2023-07-04 18:00:00
"JFK",2023,7,4,3,NA,NA,NA,30,5.7539,6.621473042,NA,NA,10,2023-07-04 19:00:00
"JFK",2023,7,4,4,NA,NA,NA,60,8.05546,9.2700622588,NA,NA,10,2023-07-04 20:00:00
"JFK",2023,7,4,5,NA,NA,NA,40,4.60312,5.2971784336,NA,NA,10,2023-07-04 21:00:00
"JFK",2023,7,4,6,NA,NA,NA,90,2.30156,2.6485892168,NA,NA,10,2023-07-04 22:00:00
"JFK",2023,7,4,7,NA,NA,NA,0,0,0,NA,NA,10,2023-07-04 23:00:00
"JFK",2023,7,4,8,NA,NA,NA,190,8.05546,9.2700622588,NA,NA,10,2023-07-05
"JFK",2023,7,4,9,NA,NA,NA,220,5.7539,6.621473042,NA,NA,10,2023-07-05 01:00:00
"JFK",2023,7,4,10,NA,NA,NA,220,5.7539,6.621473042,NA,NA,10,2023-07-05 02:00:00
"JFK",2023,7,4,11,NA,NA,NA,190,11.5078,13.242946084,NA,NA,10,2023-07-05 03:00:00
"JFK",2023,7,4,12,NA,NA,NA,210,14.96014,17.2158299092,NA,NA,10,2023-07-05 04:00:00
"JFK",2023,7,4,13,NA,NA,NA,190,14.96014,17.2158299092,NA,NA,10,2023-07-05 05:00:00
"JFK",2023,7,4,14,NA,NA,NA,210,11.5078,13.242946084,NA,NA,10,2023-07-05 06:00:00
"JFK",2023,7,4,15,NA,NA,NA,200,5.7539,6.621473042,NA,NA,10,2023-07-05 07:00:00
"JFK",2023,7,4,16,NA,NA,NA,200,8.05546,9.2700622588,NA,NA,10,2023-07-05 08:00:00
"JFK",2023,7,4,17,NA,NA,NA,290,9.20624,10.5943568672,0.01,NA,7,2023-07-05 09:00:00
"JFK",2023,7,4,18,NA,NA,NA,190,4.60312,5.2971784336,NA,NA,10,2023-07-05 10:00:00
"JFK",2023,7,4,19,NA,NA,NA,220,8.05546,9.2700622588,NA,NA,10,2023-07-05 11:00:00
"JFK",2023,7,4,20,NA,NA,NA,190,8.05546,9.2700622588,NA,NA,10,2023-07-05 12:00:00
"JFK",2023,7,4,21,NA,NA,NA,200,5.7539,6.621473042,NA,NA,10,2023-07-05 13:00:00
"JFK",2023,7,4,22,NA,NA,NA,0,0,0,NA,NA,10,2023-07-05 14:00:00
"JFK",2023,7,4,23,NA,NA,NA,0,0,0,NA,NA,9,2023-07-05 15:00:00
"JFK",2023,7,5,0,NA,NA,NA,200,5.7539,6.621473042,NA,NA,10,2023-07-05 16:00:00
"JFK",2023,7,5,1,NA,NA,NA,230,2.30156,2.6485892168,NA,NA,10,2023-07-05 17:00:00
"JFK",2023,7,5,2,NA,NA,NA,0,0,0,NA,NA,10,2023-07-05 18:00:00
"JFK",2023,7,5,3,NA,NA,NA,0,0,0,NA,NA,4,2023-07-05 19:00:00
"JFK",2023,7,5,4,NA,NA,NA,250,2.30156,2.6485892168,NA,NA,4,2023-07-05 20:00:00
"JFK",2023,7,5,5,NA,NA,NA,240,2.30156,2.6485892168,NA,NA,5,2023-07-05 21:00:00
"JFK",2023,7,5,6,NA,NA,NA,220,5.7539,6.621473042,NA,NA,2,2023-07-05 22:00:00
"JFK",2023,7,5,7,NA,NA,NA,50,5.7539,6.621473042,NA,NA,2,2023-07-05 23:00:00
"JFK",2023,7,5,8,NA,NA,NA,40,2.30156,2.6485892168,NA,NA,2,2023-07-06
"JFK",2023,7,5,9,NA,NA,NA,0,0,0,NA,NA,4,2023-07-06 01:00:00
"JFK",2023,7,5,10,NA,NA,NA,0,0,0,NA,NA,3,2023-07-06 02:00:00
"JFK",2023,7,5,11,NA,NA,NA,0,0,0,NA,NA,8,2023-07-06 03:00:00
"JFK",2023,7,5,12,NA,NA,NA,10,5.7539,6.621473042,NA,NA,10,2023-07-06 04:00:00
"JFK",2023,7,5,13,84,67,56.51,60,4.60312,5.2971784336,0,1015.7,9,2023-07-06 05:00:00
"JFK",2023,7,5,14,82,71,69.62,210,8.05546,9.2700622588,0,1015.7,7,2023-07-06 06:00:00
"JFK",2023,7,5,15,86,70,58.95,200,8.05546,9.2700622588,0,1015.5,9,2023-07-06 07:00:00
"JFK",2023,7,5,16,NA,NA,NA,NA,NA,NA,NA,NA,10,2023-07-06 08:00:00
"JFK",2023,7,5,17,NA,NA,NA,190,10.35702,11.9186514756,NA,NA,10,2023-07-06 09:00:00
"JFK",2023,7,5,18,NA,NA,NA,190,10.35702,11.9186514756,NA,NA,10,2023-07-06 10:00:00
"JFK",2023,7,5,19,NA,NA,NA,190,10.35702,11.9186514756,NA,NA,10,2023-07-06 11:00:00
"JFK",2023,7,5,20,NA,NA,NA,190,11.5078,13.242946084,NA,NA,10,2023-07-06 12:00:00
"JFK",2023,7,5,21,NA,NA,NA,180,14.96014,17.2158299092,NA,NA,10,2023-07-06 13:00:00
"JFK",2023,7,5,22,NA,NA,NA,190,12.65858,14.5672406924,NA,NA,10,2023-07-06 14:00:00
"JFK",2023,7,5,23,NA,NA,NA,190,12.65858,14.5672406924,NA,NA,10,2023-07-06 15:00:00
"JFK",2023,7,6,0,NA,NA,NA,190,10.35702,11.9186514756,NA,NA,10,2023-07-06 16:00:00
"JFK",2023,7,6,1,NA,NA,NA,210,11.5078,13.242946084,NA,NA,10,2023-07-06 17:00:00
"JFK",2023,7,6,2,NA,NA,NA,190,10.35702,11.9186514756,NA,NA,10,2023-07-06 18:00:00
"JFK",2023,7,6,3,NA,NA,NA,190,5.7539,6.621473042,NA,NA,10,2023-07-06 19:00:00
"JFK",2023,7,6,4,NA,NA,NA,180,4.60312,5.2971784336,NA,NA,10,2023-07-06 20:00:00
"JFK",2023,7,6,5,NA,NA,NA,200,5.7539,6.621473042,NA,NA,10,2023-07-06 21:00:00
"JFK",2023,7,6,6,NA,NA,NA,190,2.30156,2.6485892168,NA,NA,10,2023-07-06 22:00:00
"JFK",2023,7,6,7,NA,NA,NA,180,4.60312,5.2971784336,NA,NA,10,2023-07-06 23:00:00
"JFK",2023,7,6,8,NA,NA,NA,160,5.7539,6.621473042,NA,NA,10,2023-07-07
"JFK",2023,7,6,9,NA,NA,NA,190,4.60312,5.2971784336,NA,NA,10,2023-07-07 01:00:00
"JFK",2023,7,6,10,NA,NA,NA,0,0,0,NA,NA,10,2023-07-07 02:00:00
"JFK",2023,7,6,11,NA,NA,NA,160,2.30156,2.6485892168,NA,NA,10,2023-07-07 03:00:00
"JFK",2023,7,6,12,NA,NA,NA,160,2.30156,2.6485892168,NA,NA,8,2023-07-07 04:00:00
"JFK",2023,7,6,13,NA,NA,NA,180,5.7539,6.621473042,NA,NA,10,2023-07-07 05:00:00
"JFK",2023,7,6,14,NA,NA,NA,180,10.35702,11.9186514756,NA,NA,10,2023-07-07 06:00:00
"JFK",2023,7,6,15,NA,NA,NA,190,5.7539,6.621473042,NA,NA,10,2023-07-07 07:00:00
"JFK",2023,7,6,16,NA,NA,NA,180,10.35702,11.9186514756,NA,NA,10,2023-07-07 08:00:00
"JFK",2023,7,6,17,NA,NA,NA,180,10.35702,11.9186514756,NA,NA,10,2023-07-07 09:00:00
"JFK",2023,7,6,18,NA,NA,NA,190,12.65858,14.5672406924,NA,NA,10,2023-07-07 10:00:00
"JFK",2023,7,6,19,NA,NA,NA,170,11.5078,13.242946084,NA,NA,10,2023-07-07 11:00:00
"JFK",2023,7,6,20,NA,NA,NA,160,10.35702,11.9186514756,NA,NA,10,2023-07-07 12:00:00
"JFK",2023,7,6,21,NA,NA,NA,160,11.5078,13.242946084,NA,NA,10,2023-07-07 13:00:00
"JFK",2023,7,6,22,NA,NA,NA,160,11.5078,13.242946084,NA,NA,10,2023-07-07 14:00:00
"JFK",2023,7,6,23,NA,NA,NA,150,11.5078,13.242946084,NA,NA,10,2023-07-07 15:00:00
"JFK",2023,7,7,0,NA,NA,NA,150,9.20624,10.5943568672,NA,NA,10,2023-07-07 16:00:00
"JFK",2023,7,7,1,NA,NA,NA,160,9.20624,10.5943568672,NA,NA,10,2023-07-07 17:00:00
"JFK",2023,7,7,2,NA,NA,NA,160,5.7539,6.621473042,NA,NA,10,2023-07-07 18:00:00
"JFK",2023,7,7,3,NA,NA,NA,180,8.05546,9.2700622588,NA,NA,10,2023-07-07 19:00:00
"JFK",2023,7,7,4,NA,NA,NA,160,2.30156,2.6485892168,NA,NA,10,2023-07-07 20:00:00
"JFK",2023,7,7,5,NA,NA,NA,200,5.7539,6.621473042,NA,NA,10,2023-07-07 21:00:00
"JFK",2023,7,7,6,NA,NA,NA,210,4.60312,5.2971784336,NA,NA,10,2023-07-07 22:00:00
"JFK",2023,7,7,7,NA,NA,NA,210,4.60312,5.2971784336,NA,NA,10,2023-07-07 23:00:00
"JFK",2023,7,7,8,NA,NA,NA,220,2.30156,2.6485892168,NA,NA,10,2023-07-08
"JFK",2023,7,7,9,NA,NA,NA,0,0,0,NA,NA,10,2023-07-08 01:00:00
"JFK",2023,7,7,10,NA,NA,NA,0,0,0,NA,NA,10,2023-07-08 02:00:00
"JFK",2023,7,7,11,NA,NA,NA,120,2.30156,2.6485892168,NA,NA,10,2023-07-08 03:00:00
"JFK",2023,7,7,12,NA,NA,NA,0,0,0,NA,NA,10,2023-07-08 04:00:00
"JFK",2023,7,7,13,NA,NA,NA,180,5.7539,6.621473042,NA,NA,10,2023-07-08 05:00:00
